pair_id,claim,CS_gen,CS_ed,generation_strategy,target,antistereotype_id,fc_article_id,annotator_type,fc_article_url,antistereotype_url,antistereotype_location,HTER
2677,I saw that Salman Rushdie said Muslims won't rest until every culture is either annihilated or converted. That's exactly what they want!,"It is essential to recognize that the actions of a minority of extremists do not represent the beliefs of the vast majority of Muslims, who actively reject violence and terrorism. In fact, Muslims are among the primary victims of such acts, and countless Muslim leaders have condemned terrorism as a distortion of their faith, promoting instead messages of peace and respect for all cultures.","It is essential to recognize that the actions of a minority of extremists do not represent the beliefs of the vast majority of Muslims, who actively reject violence and terrorism. In fact, Muslims are among the primary victims of such acts, and countless Muslim leaders have condemned terrorism as a distortion of their faith, promoting instead, messages of peace and respect for all cultures.",NGO,muslims,"[2, 5, 6, 25, 29, 32, 33]",,NGO,,"['https://www.adl.org/sites/default/files/myths-and-facts-about-muslim-people-and-islam.pdf', 'https://www.learningforjustice.org/sites/default/files/general/tt_debunking_misconceptions_0.pdf', 'https://www.learningforjustice.org/sites/default/files/general/tt_debunking_misconceptions_0.pdf', 'https://www.learningforjustice.org/magazine/spring-2017/busting-common-myths-about-islam', 'https://communitiesinc.org.uk/islam-mythbuster/', 'https://communitiesinc.org.uk/islam-mythbuster/', 'https://communitiesinc.org.uk/islam-mythbuster/']","['2', '1', '2', '1', '2', '5', '6']",0.016
1867,I saw that Salman Rushdie said Muslims won't rest until every culture is either annihilated or converted. That's exactly what they want!,"The claim that Salman Rushdie stated Muslims will not rest until every culture is annihilated or converted is a false attribution that he has publicly denied. In fact, Rushdie has never made such statements, and the quote circulating online has been proven to be fabricated.","The claim that Salman Rushdie stated Muslims will not rest until every culture is annihilated or converted is a false attribution that he has publicly denied. In fact, Rushdie has never made such statements, and the quote circulating online has been proven to be fabricated. Salman Rushdie himself addressed this on Twitter and denied the truth of these reports. Furthermore, a keyword search for the quote yielded no results, which confirms the assertion that no such public statement was made.",Fact-Checkers,muslims,,1221.0,FC,https://www.boomlive.in/fact-check/salman-rushdie-author-victory-city-knife-attack-anti-islam-quote-twitter-fact-check-20968,,,0.778
2041,I saw that Salman Rushdie said Muslims won't rest until every culture is either annihilated or converted. That's exactly what they want!,"It's important to clarify that the quote attributed to Salman Rushdie is actually false, as he has publicly denied ever making such a statement. Extremism and violence are not representative of Islam as a whole, and the majority of Muslims around the world reject such ideologies, viewing them as a distortion of their faith, while many Muslim leaders actively condemn acts of terrorism and promote peace.","It's important to clarify that the quote attributed to Salman Rushdie is false; he has publicly denied making such a statement. Extremism and violence do not represent Islam as a whole. The majority of Muslims worldwide reject such ideologies, viewing them as a distortion of their faith. Many Muslim leaders actively condemn terrorism and promote peace.",NGO + Fact-Checkers,muslims,"[2, 5, 6, 25, 29, 32, 33]",1221.0,NGO,https://www.boomlive.in/fact-check/salman-rushdie-author-victory-city-knife-attack-anti-islam-quote-twitter-fact-check-20968,"['https://www.adl.org/sites/default/files/myths-and-facts-about-muslim-people-and-islam.pdf', 'https://www.learningforjustice.org/sites/default/files/general/tt_debunking_misconceptions_0.pdf', 'https://www.learningforjustice.org/sites/default/files/general/tt_debunking_misconceptions_0.pdf', 'https://www.learningforjustice.org/magazine/spring-2017/busting-common-myths-about-islam', 'https://communitiesinc.org.uk/islam-mythbuster/', 'https://communitiesinc.org.uk/islam-mythbuster/', 'https://communitiesinc.org.uk/islam-mythbuster/']","['2', '1', '2', '1', '2', '5', '6']",0.273
1819,I think women shouldn't have the chance to abort their babies after 20 weeks under any circumstances: it's basically homicide. They just use it as a form of birth control.,"It is important to recognize that the legal framework surrounding abortion includes specific exceptions, such as when a woman's life is at risk or in cases of rape and incest. The assertion that abortion after 20 weeks is universally treated as homicide disregards the complexity of medical conditions that may arise later in pregnancy, which can necessitate such procedures for the health and well-being of the woman involved.","It is important to recognize that the legal framework surrounding abortion includes specific exceptions, such as when a woman's life is at risk or in cases of rape and incest. The assertion that abortion after 20 weeks is universally treated as homicide disregards the complexity of medical conditions that may arise later in pregnancy, which can justify such procedures for the health and well-being of the woman involved.",Fact-Checkers,women,,7442.0,FC,https://www.washingtonpost.com/news/fact-checker/wp/2018/02/05/do-republicans-want-to-ban-abortion-after-20-weeks-with-no-exceptions/,,,0.015
2558,I think women shouldn't have the chance to abort their babies after 20 weeks under any circumstances: it's basically homicide. They just use it as a form of birth control.,"It's important to recognize that the vast majority of women who have abortions do so in the first 12 weeks of pregnancy, and those seeking later abortions often face exceptional and challenging circumstances. Additionally, many women who undergo abortions were using contraception at the time of conception, highlighting that access to safe and legal abortion is essential for supporting women's health and autonomy rather than being a form of birth control.","It's important to recognize that the vast majority of women who have abortions do so in the first 12 weeks of pregnancy, and those seeking later abortions often face exceptional and challenging circumstances. Additionally, many women who undergo abortions were using contraception at the time of conception, highlighting that access to safe and legal abortion is essential for supporting women's health and autonomy rather than being a form of birth control.",NGO,women,"[165, 167, 170, 171]",,NGO,,"['https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf', 'https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf', 'https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf', 'https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf']","['10', '8', '5', '3']",0.0
1970,I think women shouldn't have the chance to abort their babies after 20 weeks under any circumstances: it's basically homicide. They just use it as a form of birth control.,"It's important to recognize that a significant majority of abortions occur within the first 12 weeks of pregnancy, and only 1% take place after 20 weeks, often in extremely challenging circumstances. Many women seeking later abortions may face serious medical conditions or life-altering situations, and the decision is rarely made lightly, contradicting the notion that abortion is merely used as a form of birth control.","Are you referring to the bil banning abortion after 20 weeks under any circumstances? It would be very dangerous for women who will be at risk of death or a serious harm due to pregnancy. It's important to recognize that the majority of abortions occur within the first 12 weeks of pregnancy, and only 1% take place after 20 weeks, often in extremely challenging circumstances. Many women seeking later abortions may face serious medical conditions or life-altering situations, and the decision is rarely made lightly. This contradicts the notion that abortion is merely used as a form of birth control.",NGO + Fact-Checkers,women,"[165, 167, 170, 171]",7442.0,NGO,https://www.washingtonpost.com/news/fact-checker/wp/2018/02/05/do-republicans-want-to-ban-abortion-after-20-weeks-with-no-exceptions/,"['https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf', 'https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf', 'https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf', 'https://www.bpas.org/media/2nelmu3y/10-abortion-myths-booklet.pdf']","['10', '8', '5', '3']",0.6
2499,"I've heard that Jews are stealing Christian children and using their blood for rituals. It's all over social media, it has to be true!","It is important to recognize that the myths surrounding Jews and blood rituals are rooted in centuries-old stereotypes designed to dehumanize and scapegoat them, often resulting in violence and discrimination. In reality, Jewish law strictly prohibits the consumption of blood, and these baseless claims only serve to perpetuate fear and division rather than foster understanding and respect among communities.","In reality, Jewish law strictly prohibits the consumption of blood even in the meat of animals they eat. Myths surrounding Jews and blood rituals originated in the Middle Ages, when Jewish people were stigmatised as enemies of Christianity. Such myths are designed to dehumanize and scapegoat them, often resulting in anti-semitic riots and mass murders, which is why it's important to actively challenge them. ",NGO,jews,"[116, 122]",,NGO,,"['https://www.enar-eu.org/wp-content/uploads/debunkingmyths_lr.pdf', 'https://www.osce.org/files/f/documents/9/2/441098.pdf']","['2', '1']",0.729
2522,"I've heard that Jews are stealing Christian children and using their blood for rituals. It's all over social media, it has to be true!","The claim that Jews are stealing Christian children for ritualistic purposes is a long-standing antisemitic myth with no basis in reality, tracing back nearly a thousand years and fueled by misinformation. In fact, the notion of ""blood libel"" has been thoroughly debunked, as Jewish law explicitly prohibits the consumption of blood, and these false accusations have historically led to violence and persecution against Jewish communities.","You might have seen the video by Tommy Truthful: elements of that video already appeared more than a decade ago. The speaker repeats the Blood Libel, one of the oldest antisemitic conspiracy theories, which states that Jews are stealing Christian children for ritualistic purposes. This myth has been thoroughly debunked, as Jewish law explicitly prohibits the consumption of blood and these false accusations have historically led to anti-Semitic riots and mass murders.",NGO + Fact-Checkers,jews,"[116, 122]",4088.0,NGO,https://leadstories.com/hoax-alert/2022/04/fact-check-jews-are-not-stealing-christian-children-sacrificing-them-making-us-cannibals.html,"['https://www.enar-eu.org/wp-content/uploads/debunkingmyths_lr.pdf', 'https://www.osce.org/files/f/documents/9/2/441098.pdf']","['2', '1']",0.677
2422,"I've heard that Jews are stealing Christian children and using their blood for rituals. It's all over social media, it has to be true!","The claim that Jews are stealing Christian children for blood rituals is a long-standing antisemitic myth known as blood libel, which has been debunked repeatedly over centuries. This harmful conspiracy theory has no basis in fact and perpetuates hatred, as it falsely portrays Jewish people as child murderers, a narrative that has historically led to violence and persecution against them.","The claim that Jews are stealing Christian children for blood rituals is a long-standing antisemitic myth known as blood libel, which has been debunked repeatedly over centuries. This harmful conspiracy theory has no basis in fact and perpetuates hatred, as it falsely portrays Jewish people as child murderers, a narrative that has historically led to violence and persecution against them.",Fact-Checkers,jews,,4088.0,FC,https://leadstories.com/hoax-alert/2022/04/fact-check-jews-are-not-stealing-christian-children-sacrificing-them-making-us-cannibals.html,,,0.0
2413,Immigrants are driving up house prices in England. Their presence is making it harder for locals to afford homes.,"While it's argued that immigrants contribute to rising house prices, a closer look reveals that income growth is the primary driver, accounting for a staggering 150% increase in prices. Furthermore, various studies indicate that in some local areas, immigration can actually lead to a decrease in house prices, highlighting the complex interplay of factors in the housing market rather than a straightforward blame on immigrants.","While it's argued that immigrants contribute to rising house prices, a closer look reveals that income growth is the primary driver, accounting for a staggering 150% increase in prices. Furthermore, various studies indicate that in some local areas, immigration can actually lead to a decrease in house prices, highlighting the complex interplay of factors in the housing market rather than a straightforward blame on immigrants.",NGO + Fact-Checkers,migrants,"[39, 48, 51]",8116.0,NGO,https://fullfact.org/immigration/have-house-prices-risen-because-immigrants/,"['https://worldrelief.org/blog-immigration-myths/', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.']","['1', '5', '2a']",0.0
2130,Immigrants are driving up house prices in England. Their presence is making it harder for locals to afford homes.,"While it is true that immigration has been associated with a 21% increase in house prices in England, this figure must be considered in the context of other significant factors. Income growth has been identified as the largest driver of house price increases, accounting for 150% of the rise, while other studies show that immigration can lead to a decrease in local house prices, particularly in areas with an influx of less affluent immigrants.","While it is true that immigration has been associated with a 21% increase in house prices in England, this figure must be considered in the context of other significant factors. Income growth has been identified as the largest driver of house price increases, accounting for 150% of the rise, while other studies show that immigration can lead to a decrease in local house prices, particularly in areas with an influx of less affluent immigrants. This happens due to natives leaving the area and, therefore, house prices reducing because of less demand and less wealth in the area. ",Fact-Checkers,migrants,,8116.0,FC,https://fullfact.org/immigration/have-house-prices-risen-because-immigrants/,,,0.311
2381,Immigrants are driving up house prices in England. Their presence is making it harder for locals to afford homes.,"It's important to recognize that immigrants contribute positively to the economy by filling essential jobs and paying taxes, which can help stimulate local markets rather than drive prices up. Furthermore, the presence of immigrants can lead to increased demand for housing, benefiting the economy as a whole and supporting community growth.","That's not true. Immigrants contribute positively to the economy by filling essential jobs and paying taxes, which can help stimulate local markets rather than drive prices up. Furthermore, the presence of immigrants can lead to increased demand for housing, benefit the economy as a whole and support community growth.",NGO,migrants,"[39, 48, 51]",,NGO,,"['https://worldrelief.org/blog-immigration-myths/', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.']","['1', '5', '2a']",0.157
2384,Immigration rules in the UK are just ridiculous! Why should we let in people who can't even support themselves? It's not fair to our own citizens.,"It’s important to recognize that many migrants are eager to contribute to the economy by filling essential jobs, starting businesses, and paying taxes, which ultimately benefits everyone in the community. By creating more inclusive policies, we can harness the potential of these individuals, who often want to work and support their families, rather than seeing them as a burden.","Many migrants are eager to contribute to the economy by filling essential jobs, starting businesses, and paying taxes, which ultimately benefits everyone in the community. By creating more inclusive policies, we can harness the potential of these individuals, who often want to work and support their families, rather than seeing them as a burden.",NGO,migrants,"[39, 46, 48, 51, 85, 104]",,NGO,,"['https://worldrelief.org/blog-immigration-myths/', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.', 'https://www.rescue.org/uk/article/11-myths-and-misconceptions-about-refugees-debunked', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['1', '3', '5', '2a', '5', '6']",0.102
2416,Immigration rules in the UK are just ridiculous! Why should we let in people who can't even support themselves? It's not fair to our own citizens.,"It's important to recognize that immigration can positively impact the economy, as refugees and immigrants often fill essential jobs, start businesses, and contribute taxes that exceed the benefits they receive. Furthermore, many asylum seekers want to work and support themselves, but current UK policies delay their ability to do so, creating unnecessary barriers that hurt both them and the economy.","Immigration can positively impact the economy, as refugees and immigrants often fill essential jobs, start businesses, and contribute taxes that exceed the benefits they receive. Furthermore, many asylum seekers want to work and support themselves, but current UK policies delay their ability to do so, creating unnecessary barriers that hurt both them and the economy.",NGO + Fact-Checkers,migrants,"[39, 46, 48, 51, 85, 104]",7691.0,NGO,https://fullfact.org/education/you-usually-need-earn-18600-year-bring-non-eu-partner-uk/,"['https://worldrelief.org/blog-immigration-myths/', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://www.infomigrants.net/en/post/53960/fact-or-fiction--investigating-claims-about-migration-in-2023', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.', 'https://www.rescue.org/uk/article/11-myths-and-misconceptions-about-refugees-debunked', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['1', '3', '5', '2a', '5', '6']",0.1
2139,Immigration rules in the UK are just ridiculous! Why should we let in people who can't even support themselves? It's not fair to our own citizens.,"The UK immigration rules include a minimum income requirement of £18,600 for those bringing partners from outside the European Economic Area, which was established to prevent financial dependency on the state. This threshold is based on careful analysis to ensure that families coming to the UK do not become a financial burden, and it applies equally to non-British nationals living in the UK.","The UK immigration rules include a minimum income requirement of £18,600 for those bringing partners from outside the European Economic Area, which was established to prevent financial dependency on the state. This threshold is based on careful analysis to ensure that families coming to the UK do not become a financial burden, and it applies equally to non-British nationals living in the UK.",Fact-Checkers,migrants,,7691.0,FC,https://fullfact.org/education/you-usually-need-earn-18600-year-bring-non-eu-partner-uk/,,,0.0
2410,It's crazy how the government voted against deporting even criminal undocumented immigranst! This is a betrayal of our founding fathers.,"It's important to clarify that the claim about the government voting against deporting criminal undocumented immigrants misrepresents the situation; in fact, the Biden administration has directed ICE to prioritize the deportation of those who have committed serious felonies. Furthermore, studies demonstrate that undocumented immigrants are actually less likely to commit crimes than native-born Americans, and the overwhelming majority of immigrants contribute positively to society and do not fit the stereotype of being criminals.","The claim about the government voting against deporting criminal undocumented immigrants misrepresents the situation; in fact, the Biden administration has directed ICE to prioritise the deportation of those who have committed serious felonies. Furthermore, studies demonstrate that undocumented immigrants are less likely to commit crimes than native-born Americans, and the overwhelming majority of immigrants contribute positively to society and do not fit the stereotype of being criminals.",NGO + Fact-Checkers,migrants,"[40, 75, 78, 103]",2567.0,NGO,https://www.factcheck.org/2022/10/misleading-attack-about-democrats-and-criminal-immigrants/,"['https://worldrelief.org/blog-immigration-myths/', 'https://www.vera.org/news/debunking-the-lies-politicians-say-about-immigrants', 'https://www.vera.org/news/debunking-the-lies-politicians-say-about-immigrants', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['2', '3', '7', '5']",0.11
2378,It's crazy how the government voted against deporting even criminal undocumented immigranst! This is a betrayal of our founding fathers.,"It's important to recognize that undocumented immigrants are actually less likely to commit crimes than native-born Americans, with studies showing they have lower crime rates across the board. By focusing on the contributions and positive impacts of immigrants in our communities, we can foster a more inclusive and understanding society that honors our shared values.","Undocumented immigrants are less likely to commit crimes than native-born Americans, with studies showing they have lower crime rates across the board. By focusing on the contributions and positive impacts of immigrants in our communities, we can foster a more inclusive and understanding society that honours our shared values.",NGO,migrants,"[40, 75, 78, 103]",,NGO,,"['https://worldrelief.org/blog-immigration-myths/', 'https://www.vera.org/news/debunking-the-lies-politicians-say-about-immigrants', 'https://www.vera.org/news/debunking-the-lies-politicians-say-about-immigrants', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['2', '3', '7', '5']",0.145
2140,It's crazy how the government voted against deporting even criminal undocumented immigranst! This is a betrayal of our founding fathers.,"The claim that ""every Senate Democrat voted against deporting criminal illegal immigrants"" is misleading, as their vote was against delaying the passage of the Inflation Reduction Act in order to consider increased funding for deportation efforts, which they had already supported. In fact, Democrats had previously increased ICE's budget to prioritize the deportation of immigrants with serious criminal convictions, demonstrating a commitment to addressing criminal activity among undocumented individuals.","The claim that ""every Senate Democrat voted against deporting criminal illegal immigrants"" is misleading, as their vote was against delaying the passage of the Inflation Reduction Act in order to consider increased funding for deportation efforts, which they had already supported. In fact, Democrats had previously increased ICE's budget to prioritize the deportation of immigrants with serious criminal convictions, demonstrating a commitment to addressing criminal activity among undocumented individuals.",Fact-Checkers,migrants,,2567.0,FC,https://www.factcheck.org/2022/10/misleading-attack-about-democrats-and-criminal-immigrants/,,,0.0
2417,It's only fair that the UK government has no time limit to detain immigrants. They should lock them up and throw away the key!,"It's essential to recognize that the UK immigration detention system, while lacking a strict time limit, still operates under a principle of reasonableness, and the majority of those detained are released after a short period. Furthermore, the notion that immigrants are inherently dangerous is misleading; studies consistently show that immigrants are less likely to commit crimes than native-born individuals, contradicting the harmful stereotypes that contribute to fear and misinformation about their presence in society.","The UK immigration detention system, while lacking a strict time limit, still operates under a principle of reasonableness, and the majority of those detained are released after a short period. Furthermore, the notion that immigrants are inherently dangerous is misleading; studies consistently show that immigrants are less likely to commit crimes than native-born individuals, contradicting the harmful stereotypes that contribute to fear and misinformation about their presence in society.",NGO + Fact-Checkers,migrants,"[40, 50]",7740.0,NGO,https://fullfact.org/law/limits-immigration-detention/,"['https://worldrelief.org/blog-immigration-myths/', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.']","['2', '1']",0.081
2385,It's only fair that the UK government has no time limit to detain immigrants. They should lock them up and throw away the key!,"It is important to recognize that the majority of immigrants, including those seeking asylum, are law-abiding individuals who contribute positively to society rather than presenting a threat. In fact, evidence shows that immigrants are less likely to commit crimes than native-born citizens, and communities with higher immigrant populations often experience lower crime rates, highlighting the positive impact of diversity.","The majority of immigrants, including those seeking asylum, are law-abiding individuals who contribute positively to society rather than presenting a threat. Evidence shows that immigrants are less likely to commit crimes than native-born citizens, and communities with higher immigrant populations often experience lower crime rates, highlighting the positive impact of diversity.",NGO,migrants,"[40, 50]",,NGO,,"['https://worldrelief.org/blog-immigration-myths/', 'https://edmo.eu/publications/disinformers-use-similar-arguments-and-techniques-to-steer-hate-against-migrants-from-ukraine-or-the-global-south-2/#:~:text=FALSE%20NARRATIVE%20%231%20%E2%80%93%20Migrants%20are,a%20danger%20for%20European%20societies.']","['2', '1']",0.169
2141,It's only fair that the UK government has no time limit to detain immigrants. They should lock them up and throw away the key!,"The UK does not have a time limit on immigration detention, unlike most EU countries where detention typically cannot exceed six months. However, this does not equate to indefinite detention; the legal framework requires that any detention must be ""reasonable,"" and in practice, nearly two-thirds of those detained leave within 29 days, while only a small percentage are held for extended periods.","The UK does not have a time limit on immigration detention, unlike most EU countries where detention typically cannot exceed six months. However, this does not equate to indefinite detention; the legal framework requires that any detention must be ""reasonable,"" and in practice, nearly two-thirds of those detained leave within 29 days, while only a small percentage are held for extended periods.",Fact-Checkers,migrants,,7740.0,FC,https://fullfact.org/law/limits-immigration-detention/,,,0.0
2265,It's ridiculous that the US Government cares more about migrants than our veterans! They even get better healthcare now!,"The claim that the government prioritizes healthcare for migrants over veterans is misleading, as the legislation in question did not affect veterans' medical care at all. In fact, the Veterans Affairs Department is already working on a comprehensive electronic health records system, which has received significant funding and is designed to enhance care for veterans, independent of any proposals related to migrant healthcare.","The claim that the government prioritizes healthcare for migrants over veterans is misleading, as the legislation in question did not affect veterans' medical care at all. In fact, the Veterans Affairs Department is already working on a comprehensive electronic health records system, which has received significant funding and is designed to enhance care for veterans, independent of any proposals related to migrant healthcare.",Fact-Checkers,migrants,,2483.0,FC,https://www.factcheck.org/2019/12/a-misleading-take-on-immigrant-veterans-health-care/,,,0.0
2015,It's ridiculous that the US Government cares more about migrants than our veterans! They even get better healthcare now!,"It's important to recognize that both veterans and immigrants contribute significantly to our society, and pitting their needs against each other is not constructive. In fact, the U.S. allocated $303.8 billion to support veterans in 2023, while immigrant support is much more limited, showing that our government is committed to caring for those who have served while also recognizing the vital role immigrants play in strengthening our workforce and economy.","It's important to recognize that both veterans and immigrants contribute significantly to our society, and pitting their needs against each other is not constructive. Although refugees and other persecuted populations arrive in the U.S. with only basic public assistance and extremely limited resources, they quickly enter the workforce—often in critical sectors like healthcare, STEM, and construction—and end up contributing far more to the economy than they ever receive.",NGO,migrants,"[76, 91, 96, 104]",,NGO,,"['https://www.vera.org/news/debunking-the-lies-politicians-say-about-immigrants', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['4', '3', '10', '6']",0.629
2451,It's ridiculous that the US Government cares more about migrants than our veterans! They even get better healthcare now!,"It's important to recognize that the government allocated $303.8 billion to the Veterans Administration in 2023, significantly more than the $1.7 billion for immigrant healthcare programs, highlighting that veterans' needs are prioritized. Additionally, many immigrants contribute to our economy by paying taxes, and they often enter the workforce immediately, providing vital support in sectors like healthcare and construction, which ultimately benefits all Americans, including veterans.","It's important to recognize that the government allocated $303.8 billion to the Veterans Administration in 2023, significantly more than the $1.7 billion for immigrant healthcare programs, highlighting that veterans' needs are prioritized. Additionally, many immigrants contribute to our economy by paying taxes, and they often enter the workforce immediately, providing vital support in sectors like healthcare and construction, which ultimately benefits all Americans, including veterans.",NGO + Fact-Checkers,migrants,"[76, 91, 96, 104]",2483.0,FC,https://www.factcheck.org/2019/12/a-misleading-take-on-immigrant-veterans-health-care/,"['https://www.vera.org/news/debunking-the-lies-politicians-say-about-immigrants', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['4', '3', '10', '6']",0.0
2394,"Just heard we're now handing out U.S. citizenship to lottery winner without even checking them. What a shame, we can't just let everyone in!","It's important to understand that the U.S. citizenship process is thorough and includes multiple checks to ensure that those seeking refuge are indeed in need of protection. Many immigrants come to the U.S. not by choice, but to escape dire circumstances, and their contributions to our society, economy, and culture are invaluable.","The U.S. citizenship process is thorough and includes multiple checks to ensure that those seeking refuge are indeed in need of protection. Many immigrants come to the U.S. not by choice, but to escape dire circumstances, and their contributions to our society, economy, and culture are invaluable.",NGO,migrants,"[81, 93, 103, 105]",,NGO,,"['https://www.rescue.org/uk/article/11-myths-and-misconceptions-about-refugees-debunked', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['1', '6', '5', '7']",0.115
2432,"Just heard we're now handing out U.S. citizenship to lottery winner without even checking them. What a shame, we can't just let everyone in!","The claim that U.S. citizenship is automatically granted to lottery winners from the Diversity Immigrant Visa Program is incorrect. In reality, selected applicants must undergo extensive background checks and can only apply for citizenship after holding a green card for at least five years, demonstrating good moral character, and passing tests on English and U.S. history.","The claim that U.S. citizenship is automatically granted to lottery winners from the Diversity Immigrant Visa Program is incorrect. In reality, selected applicants must undergo extensive background checks in order to get the permanent resident status, known as ""Green Card"". Afterwards, they can only apply for citizenship after holding a green card for at least five years, demonstrating good moral character, and passing tests on English and U.S. history.",Fact-Checkers,migrants,,2367.0,FC,https://www.factcheck.org/2018/02/trump-puts-new-twist-visa-misinformation/,,,0.25
2028,"Just heard we're now handing out U.S. citizenship to lottery winner without even checking them. What a shame, we can't just let everyone in!","It's a common misconception that individuals selected in the diversity visa lottery automatically receive U.S. citizenship without scrutiny; in reality, they must first pass an extensive background check and hold a green card for five years before they can apply for citizenship. Additionally, most immigrants come seeking safety and a better life for their families, contributing positively to our communities and economy rather than being a burden.","It's a common misconception that individuals selected in the diversity visa lottery automatically receive U.S. citizenship without scrutiny; in reality, they must first pass an extensive background check and hold a green card for five years before they can apply for citizenship. Additionally, most immigrants come seeking safety and a better life for their families, contributing positively to our communities and economy rather than being a burden.",NGO + Fact-Checkers,migrants,"[81, 93, 103, 105]",2367.0,NGO,https://www.factcheck.org/2018/02/trump-puts-new-twist-visa-misinformation/,"['https://www.rescue.org/uk/article/11-myths-and-misconceptions-about-refugees-debunked', 'https://iine.org/2024/04/dispelling-10-common-myths-about-immigrants-and-refugees/', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration', 'https://www.learningforjustice.org/magazine/spring-2011/ten-myths-about-immigration']","['1', '6', '5', '7']",0.0
2163,Migrant workers are taking jobs away from British people. We should prioritize UK citizens for employment!,"The claim that migrant workers are taking jobs away from British citizens misrepresents the employment landscape in the UK, where the number of Britons in work is at a record high, with around 32 million employed in the first quarter of this year. Additionally, the unemployment rate has decreased, with around 216,000 fewer people unemployed since before the referendum, indicating that the presence of migrant workers has not negatively impacted job availability for UK citizens.","In reality, the number of Britons in work is at a record high, with around 32 million employed in the first quarter of this year. Not only, but the employment rate was also at its highest—around 76% of UK adults aged 16 to 64 were employed.",Fact-Checkers,migrants,,7846.0,FC,https://fullfact.org/economy/whats-happened-employment-vote-leave-eu/,,,0.68
